B. Adebayo,PTS,21.5,0.
D. Robinson,PTS,11.5,0.
G. Vincent,PTS,9.5,0.
J. Butler,PTS,22.5,0.
K. Lowry,PTS,13.5,0.
L. Ball,PTS,20.5,0.
M. Plumlee,PTS,5.5,0.
M. Strus,PTS,9.5,0.
M. Bridges,PTS,19.5,0.
M. Harrell,PTS,13.5,0.
O. Yurtseven,PTS,7.5,0.
P. Tucker,PTS,7.5,0.
P. Washington,PTS,10.5,0.
T. Rozier,PTS,20.5,0.
B. Adebayo,REB,11.5,0.
D. Robinson,REB,2.5,0.
G. Vincent,REB,2.5,0.
J. Butler,REB,7.5,0.
K. Lowry,REB,4.5,0.
L. Ball,REB,6.5,0.
M. Plumlee,REB,8.5,0.
M. Strus,REB,2.5,0.
M. Bridges,REB,6.5,0.
M. Harrell,REB,6.5,0.
O. Yurtseven,REB,6.5,0.
P. Tucker,REB,5.5,0.
P. Washington,REB,5.5,0.
T. Rozier,REB,4.5,0.
B. Adebayo,AST,3.5,0.
D. Robinson,AST,1.5,0.
G. Vincent,AST,3.5,0.
J. Butler,AST,5.5,0.
K. Lowry,AST,7.5,0.
L. Ball,AST,7.5,0.
M. Plumlee,AST,3.5,0.
M. Strus,AST,0.5,0.
M. Bridges,AST,4.5,0.
M. Harrell,AST,1.5,0.
O. Yurtseven,AST,0.5,0.
P. Tucker,AST,1.5,0.
P. Washington,AST,1.5,0.
T. Rozier,AST,5.5,0.
D. Robinson,3PM,3.5,0.
G. Vincent,3PM,1.5,0.
J. Butler,3PM,0.5,0.
K. Lowry,3PM,2.5,0.
L. Ball,3PM,2.5,0.
M. Strus,3PM,2.5,0.
M. Bridges,3PM,1.5,0.
M. Harrell,3PM,0.5,0.
O. Yurtseven,3PM,0.5,0.
P. Tucker,3PM,1.5,0.
P. Washington,3PM,1.5,0.
T. Rozier,3PM,3.5,0.
