A. Dosunmu,PTS,10.5,0.
C. Capela,PTS,9.5,0.
D. Hunter,PTS,14.5,0.
D. DeRozan,PTS,28.5,0.
J. Green,PTS,10.5,0.
K. Huerter,PTS,11.5,0.
N. Vucevic,PTS,18.5,0.
T. Young,PTS,28.5,0.
Z. LaVine,PTS,23.5,0.
A. Dosunmu,REB,3.5,0.
C. Capela,REB,10.5,0.
D. Hunter,REB,4.5,0.
D. DeRozan,REB,5.5,0.
J. Green,REB,5.5,0.
K. Huerter,REB,2.5,0.
N. Vucevic,REB,11.5,0.
T. Young,REB,3.5,0.
Z. LaVine,REB,4.5,0.
A. Dosunmu,AST,5.5,0.
C. Capela,AST,0.5,0.
D. Hunter,AST,1.5,0.
D. DeRozan,AST,5.5,0.
J. Green,AST,1.5,0.
K. Huerter,AST,2.5,0.
N. Vucevic,AST,3.5,0.
T. Young,AST,8.5,0.
Z. LaVine,AST,4.5,0.
A. Dosunmu,3PM,1.5,0.
D. Hunter,3PM,1.5,0.
D. DeRozan,3PM,0.5,0.
J. Green,3PM,0.5,0.
K. Huerter,3PM,1.5,0.
N. Vucevic,3PM,1.5,0.
T. Young,3PM,2.5,0.
Z. LaVine,3PM,2.5,0.
