BOS,IND,2
BOS
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. TatumJ. TatumSF,37,11-19,4-9,7-8,0,7,7,4,2,2,4,1,33,+19
A. HorfordA. HorfordC,28,4-8,0-3,0-0,1,3,4,4,0,0,0,1,8,+17
R. Williams IIIR. Williams IIIC,23,2-3,0-0,1-2,3,6,9,2,0,1,0,4,5,+21
D. SchroderD. SchroderPG,34,7-11,4-5,5-6,0,2,2,3,1,0,2,3,23,+15
J. BrownJ. BrownSG,35,11-19,7-11,5-5,0,5,5,3,0,0,3,4,34,+14
G. WilliamsG. WilliamsPF,23,1-2,0-1,1-2,0,1,1,0,2,1,0,4,3,+4
B. FernandoB. FernandoF,3,0-0,0-0,2-2,0,1,1,0,0,0,1,0,2,-1
A. NesmithA. NesmithSF,3,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,-1
E. FreedomE. FreedomC,7,0-0,0-0,0-0,2,1,3,0,0,0,0,1,0,+5
P. PritchardP. PritchardPG,11,1-5,1-2,0-0,0,1,1,1,0,0,0,1,3,+6
J. RichardsonJ. RichardsonSG,29,2-7,1-4,0-0,0,3,3,4,0,1,1,1,5,-2
R. LangfordR. LangfordSG,3,1-1,1-1,0-0,0,0,0,0,1,0,0,1,3,-1
B. ThomasB. ThomasG,3,0-3,0-2,0-0,1,0,1,2,0,0,0,1,0,-1
IND
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. SabonisD. SabonisPF,32,7-11,0-2,3-5,2,4,6,6,2,0,1,3,17,-20
J. HolidayJ. HolidaySF,26,5-11,3-9,0-0,1,2,3,2,0,1,0,2,13,-15
M. TurnerM. TurnerC,24,8-14,0-5,2-2,2,2,4,1,0,1,0,4,18,-22
M. BrogdonM. BrogdonPG,17,3-7,0-0,0-0,0,1,1,2,0,0,1,1,6,-16
C. LeVertC. LeVertSG,29,6-9,1-2,3-5,0,1,1,4,0,1,1,1,16,-28
I. JacksonI. JacksonF,5,1-1,0-0,1-2,0,2,2,0,0,1,0,0,3,+3
T. CraigT. CraigSF,27,0-4,0-3,0-0,2,1,3,3,0,0,0,1,0,-10
O. BrissettO. BrissettSF,25,3-7,1-4,1-2,3,6,9,0,1,1,1,3,8,-2
G. BitadzeG. BitadzeC,5,1-2,0-1,2-2,0,0,0,0,0,0,0,1,4,+3
D. Washington Jr.D. Washington Jr.PG,14,1-5,1-3,1-2,0,2,2,2,0,0,2,2,4,+8
J. LambJ. LambSG,6,1-3,1-3,0-0,0,0,0,0,0,0,2,2,3,0
T. TaylorT. TaylorSG,5,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,+3
L. StephensonL. StephensonG,21,3-11,0-4,0-0,1,4,5,6,2,0,3,4,6,-2
K. SykesK. SykesG,5,1-1,0-0,0-0,0,0,0,1,1,0,0,0,2,+3
