ATL,MIA,2
ATL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. CollinsJ. CollinsPF,30,6-13,2-3,2-2,2,3,5,1,0,0,1,6,16,-21
D. HunterD. HunterSF,30,7-10,3-4,3-4,0,0,0,2,0,3,1,0,20,-9
G. DiengG. DiengC,15,1-2,0-1,0-0,1,3,4,0,1,1,1,3,2,0
T. YoungT. YoungPG,35,7-13,3-7,7-7,0,3,3,9,0,0,4,4,24,-20
B. BogdanovicB. BogdanovicSG,23,1-7,1-6,4-4,1,2,3,5,0,0,1,4,7,-17
D. GallinariD. GallinariPF,34,5-12,3-6,5-5,0,5,5,1,1,0,1,1,18,+10
O. OkongwuO. OkongwuPF,16,2-2,0-0,1-3,3,3,6,1,1,2,3,4,5,+3
D. WrightD. WrightSG,13,2-3,1-2,3-4,0,1,1,4,3,0,0,0,8,+14
T. Luwawu-CabarrotT. Luwawu-CabarrotSG,17,1-3,1-3,0-0,0,3,3,1,0,0,2,2,3,+10
K. HuerterK. HuerterSG,27,6-14,2-6,1-1,2,2,4,2,0,0,1,3,15,0
MIA
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
P.J. TuckerP.J. TuckerPF,33,5-8,3-5,4-4,0,4,4,2,1,0,1,4,17,+19
J. ButlerJ. ButlerSF,33,7-13,0-0,9-9,1,2,3,10,2,1,2,2,23,+19
O. YurtsevenO. YurtsevenC,28,7-9,0-0,3-5,3,8,11,4,0,0,1,3,17,+8
K. LowryK. LowryPG,36,4-9,3-6,2-2,1,3,4,8,1,2,3,4,13,+19
M. StrusM. StrusSG,20,6-9,4-7,0-0,0,1,1,1,0,1,0,2,16,+12
C. MartinC. MartinSF,21,1-4,0-1,0-0,1,1,2,0,2,1,1,4,2,-2
D. DedmonD. DedmonC,14,4-6,0-0,4-4,3,5,8,0,0,0,3,4,12,-14
G. VincentG. VincentPG,6,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0,-11
T. HerroT. HerroPG,32,7-16,4-8,6-6,0,2,2,3,0,0,3,2,24,-8
D. RobinsonD. RobinsonSG,18,0-2,0-2,0-0,0,2,2,2,0,0,1,2,0,-12
