GS,TOR,2
GS
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. KumingaJ. KumingaPF,36,9-15,4-6,4-6,0,1,1,2,2,0,6,2,26,-17
J. Toscano-AndersonJ. Toscano-AndersonSF,31,4-9,0-3,1-2,2,8,10,3,0,1,3,1,9,-16
K. LooneyK. LooneyC,24,4-7,0-0,4-4,1,3,4,3,0,2,1,2,12,-16
D. LeeD. LeeSG,35,5-11,2-7,2-2,0,3,3,1,0,0,2,4,14,-19
C. ChiozzaC. ChiozzaG,26,1-6,1-4,0-0,1,3,4,7,1,0,4,3,3,-17
N. BjelicaN. BjelicaPF,25,4-8,1-2,1-2,2,1,3,3,0,0,1,2,10,-9
J. DowtinJ. DowtinPG,18,1-2,0-1,0-0,1,4,5,3,0,1,1,1,2,+7
G. Payton IIG. Payton IISG,20,6-11,1-5,0-0,2,7,9,1,2,0,1,1,13,-4
M. MoodyM. MoodySG,25,3-10,2-8,3-5,2,6,8,3,0,1,1,5,11,-4
TOR
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
C. BoucherC. BoucherPF,23,4-8,1-4,2-2,3,5,8,1,0,1,0,0,11,+21
O. AnunobyO. AnunobySF,28,3-8,0-3,1-2,0,3,3,2,1,0,1,4,7,+21
S. BarnesS. BarnesSF,33,8-12,0-2,5-7,4,4,8,6,0,0,1,3,21,+26
F. VanVleetF. VanVleetSG,33,9-17,6-10,3-3,2,5,7,12,3,1,0,0,27,+29
G. Trent Jr.G. Trent Jr.SG,29,4-8,2-5,0-1,0,0,0,2,4,0,1,1,10,+20
P. AchiuwaP. AchiuwaPF,23,8-12,1-2,0-1,0,5,5,0,1,0,2,1,17,+4
Y. WatanabeY. WatanabeSF,21,4-9,2-4,2-5,2,2,4,0,2,1,1,3,12,+6
J. ChampagnieJ. ChampagnieSF,14,0-3,0-0,2-2,1,1,2,1,0,0,1,2,2,-12
M. FlynnM. FlynnPG,15,3-5,1-2,0-0,0,1,1,2,0,0,1,3,7,-2
S. MykhailiukS. MykhailiukSG,17,2-8,1-6,0-0,0,3,3,0,0,0,1,2,5,-7
I. BongaI. BongaG,5,0-0,0-0,0-0,0,0,0,0,2,0,1,2,0,-11
