CHA,NY,2
CHA
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
G. HaywardG. HaywardSF,36,6-16,3-8,1-3,0,2,2,4,2,0,2,3,16,+19
C. MartinC. MartinSF,46,3-11,2-5,1-3,2,5,7,3,0,1,1,0,9,+6
M. BridgesM. BridgesSF,39,14-20,5-9,5-5,1,11,12,5,1,1,1,3,38,+26
M. PlumleeM. PlumleeC,28,2-2,0-0,1-3,0,2,2,3,1,0,1,4,5,+16
T. RozierT. RozierSG,35,8-18,4-11,2-2,0,6,6,7,1,0,0,0,22,+22
J. McDanielsJ. McDanielsPF,20,1-7,0-4,0-0,0,4,4,1,0,0,0,1,2,-15
P.J. WashingtonP.J. WashingtonPF,20,1-6,0-2,0-0,3,3,6,0,0,0,1,3,2,-6
N. RichardsN. RichardsC,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,-8
I. SmithI. SmithPG,14,1-6,0-0,1-1,0,0,0,0,1,0,1,0,3,-10
NY
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. RandleJ. RandlePF,31,6-16,3-7,3-4,4,6,10,3,0,1,1,3,18,-22
M. RobinsonM. RobinsonC,26,4-6,0-0,2-4,3,3,6,0,1,1,1,1,10,-25
A. BurksA. BurksSG,26,1-4,1-4,3-4,1,3,4,1,0,0,0,4,6,-17
E. FournierE. FournierSG,25,2-9,2-5,0-0,0,1,1,2,0,1,0,1,6,-16
R. BarrettR. BarrettSG,39,7-18,2-6,2-4,1,11,12,5,2,0,6,2,18,-16
J. SimsJ. SimsPF,4,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,+7
O. ToppinO. ToppinPF,17,5-8,1-3,0-2,0,6,6,0,0,0,1,1,11,+12
T. GibsonT. GibsonC,19,0-2,0-0,1-2,4,2,6,0,0,1,3,2,1,+8
M. McBrideM. McBridePG,3,0-2,0-1,0-0,0,2,2,1,0,0,0,0,0,+8
I. QuickleyI. QuickleySG,29,5-11,2-5,0-1,0,3,3,7,2,0,3,5,12,+5
Q. GrimesQ. GrimesSG,23,2-4,1-3,0-0,1,2,3,3,2,0,0,0,5,+6
