SAC,DAL,2
SAC
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
H. BarnesH. BarnesSF,38,5-16,1-8,4-4,3,7,10,5,3,0,1,1,15,+4
M. HarklessM. HarklessSF,17,1-4,0-3,0-0,0,5,5,0,0,0,0,2,2,-11
R. HolmesR. HolmesC,27,9-15,1-1,3-3,5,8,13,0,2,0,1,4,22,0
D. FoxD. FoxPG,39,5-16,1-4,3-5,2,6,8,4,0,0,3,1,14,-15
T. HaliburtonT. HaliburtonPG,33,5-14,1-4,3-3,3,3,6,4,0,2,1,1,14,+2
T. ThompsonT. ThompsonC,21,5-7,0-0,3-5,3,2,5,3,0,0,0,3,13,-6
D. MitchellD. MitchellPG,26,3-8,0-3,0-0,0,0,0,3,0,1,2,4,6,-2
B. HieldB. HieldSG,30,4-13,3-12,0-0,1,7,8,1,1,0,3,2,11,+2
T. DavisT. DavisSG,9,1-3,0-1,0-0,0,1,1,0,0,0,1,1,2,-4
DAL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. Finney-SmithD. Finney-SmithPF,35,5-13,1-6,2-4,3,3,6,0,2,1,1,3,13,+4
M. KleberM. KleberPF,7,3-3,1-1,0-0,0,5,5,0,0,0,0,0,7,+11
T. Hardaway Jr.T. Hardaway Jr.SF,33,5-14,4-11,2-2,0,3,3,3,2,0,2,1,16,+5
D. PowellD. PowellC,33,4-5,1-1,3-4,4,4,8,1,1,1,1,3,12,+5
L. DoncicL. DoncicPG,35,10-21,1-7,2-6,0,8,8,10,1,1,3,3,23,+5
R. BullockR. BullockSF,22,3-9,1-5,0-0,0,3,3,3,0,0,0,4,7,-6
S. BrownS. BrownSF,12,1-5,1-4,0-0,0,0,0,1,0,0,0,3,3,+4
W. Cauley-SteinW. Cauley-SteinC,14,2-4,0-0,0-0,3,3,6,2,0,0,0,1,4,+3
M. BrownM. BrownC,1,0-0,0-0,0-0,0,1,1,0,0,0,0,2,0,-2
J. BrunsonJ. BrunsonPG,27,3-10,0-0,2-2,0,2,2,2,1,1,2,0,8,0
F. NtilikinaF. NtilikinaPG,21,4-6,2-2,2-2,0,3,3,2,1,0,0,0,12,+1
