MIN,LAL,2
MIN
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. VanderbiltJ. VanderbiltPF,18,2-4,0-0,0-0,1,5,6,2,3,1,0,2,4,+31
A. EdwardsA. EdwardsSF,32,4-11,1-5,0-0,0,3,3,1,1,0,5,2,9,+5
K. TownsK. TownsC,30,11-17,4-8,3-3,2,5,7,2,2,1,0,3,29,+19
P. BeverleyP. BeverleyPG,24,5-6,0-1,1-2,2,5,7,4,1,0,1,1,11,+12
D. RussellD. RussellPG,34,8-19,5-9,1-2,0,5,5,7,1,0,4,2,22,+36
T. PrinceT. PrincePF,6,0-0,0-0,0-0,0,1,1,1,0,0,0,0,0,-4
J. McDanielsJ. McDanielsPF,21,4-10,1-4,0-0,3,3,6,1,0,0,1,4,9,+1
N. KnightN. KnightF,2,0-0,0-0,2-2,0,0,0,0,0,0,1,1,2,+2
J. LaymanJ. LaymanSF,4,0-1,0-0,0-0,0,0,0,0,0,0,1,0,0,+1
J. OkogieJ. OkogieSF,14,0-1,0-0,2-3,2,5,7,1,0,0,1,3,2,+12
N. ReidN. ReidC,19,6-12,0-3,0-0,3,2,5,1,1,0,0,2,12,-5
J. McLaughlinJ. McLaughlinPG,6,0-1,0-0,0-0,0,1,1,3,0,0,0,0,0,-4
M. BeasleyM. BeasleySG,25,2-10,1-7,0-0,1,2,3,1,0,0,2,1,5,+11
J. NowellJ. NowellSG,4,1-2,0-0,0-0,0,2,2,0,1,2,0,0,2,+1
L. BolmaroL. BolmaroSG,2,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0,+2
LAL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
A. DavisA. DavisPF,31,7-13,0-1,8-10,2,6,8,2,3,3,2,4,22,-16
K. BazemoreK. BazemoreSF,16,0-4,0-3,0-0,1,1,2,0,0,1,0,2,0,-25
R. WestbrookR. WestbrookPG,31,7-11,2-4,4-6,0,5,5,3,0,0,5,1,20,-32
A. BradleyA. BradleyPG,27,2-6,1-3,0-0,0,2,2,1,0,0,0,0,5,-15
W. EllingtonW. EllingtonSG,28,2-8,2-7,0-0,0,0,0,0,0,0,1,2,6,-15
C. AnthonyC. AnthonyPF,24,1-12,1-8,0-0,0,5,5,1,2,1,1,1,3,-20
S. DoumbouyaS. DoumbouyaSF,8,1-4,0-1,2-2,1,1,2,0,1,1,1,0,4,+7
D. HowardD. HowardC,23,3-5,1-3,2-2,3,7,10,0,2,1,2,2,9,-3
R. RondoR. RondoPG,24,3-8,1-4,0-0,2,6,8,8,2,0,3,2,7,+17
M. MonkM. MonkSG,29,3-11,1-7,0-0,2,0,2,2,2,1,4,0,7,-18
