LAC,NY,2
LAC
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
N. BatumN. BatumPF,25,2-7,2-7,0-0,0,2,2,3,2,0,0,2,6,-6
M. Morris Sr.M. Morris Sr.SF,24,0-9,0-4,4-5,0,3,3,1,1,0,0,4,4,-1
I. ZubacI. ZubacC,29,5-8,0-0,7-11,4,10,14,0,0,3,4,2,17,-1
R. JacksonR. JacksonPG,33,10-18,4-8,2-2,0,2,2,5,1,0,2,3,26,-2
A. CoffeyA. CoffeySG,18,1-3,0-2,0-0,0,0,0,1,0,0,0,0,2,-10
S. IbakaS. IbakaC,15,4-6,1-2,0-1,1,4,5,0,0,1,0,1,9,-5
I. HartensteinI. HartensteinC,4,0-0,0-0,0-0,0,1,1,0,0,1,0,2,0,-2
E. BledsoeE. BledsoeSG,15,0-2,0-0,2-4,0,1,1,6,0,0,3,0,2,-6
T. MannT. MannSG,25,4-7,1-2,0-0,0,4,4,0,2,0,0,2,9,-3
L. KennardL. KennardSG,28,4-10,4-10,2-3,1,4,5,3,1,0,3,1,14,-4
B. Boston Jr.B. Boston Jr.SG,24,4-9,2-6,3-4,0,3,3,1,0,1,0,2,13,0
NY
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. RandleJ. RandlePF,40,8-15,3-7,5-6,0,9,9,5,0,0,7,4,24,+4
M. RobinsonM. RobinsonC,16,3-6,0-0,2-4,4,4,8,2,0,0,0,1,8,+6
A. BurksA. BurksSG,30,3-7,2-5,2-2,1,2,3,4,1,1,1,2,10,+1
E. FournierE. FournierSG,28,5-12,4-8,0-0,1,3,4,2,1,0,1,3,14,+9
R. BarrettR. BarrettSG,43,9-24,3-5,7-7,2,12,14,6,0,1,1,3,28,+7
O. ToppinO. ToppinPF,8,1-2,0-1,0-0,0,0,0,1,0,1,0,0,2,+4
C. ReddishC. ReddishSF,5,1-2,0-1,0-0,0,2,2,0,0,0,0,0,2,+1
T. GibsonT. GibsonC,6,0-0,0-0,0-0,0,1,1,0,0,0,0,4,0,0
N. NoelN. NoelC,26,4-5,0-0,0-0,3,4,7,0,3,1,1,1,8,+2
I. QuickleyI. QuickleySG,18,3-8,2-3,0-0,2,0,2,6,1,0,0,3,8,+7
Q. GrimesQ. GrimesSG,20,2-10,2-6,0-0,2,0,2,0,0,0,1,1,6,-1
