CHA,MIN,2
CHA
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
P.J. WashingtonP.J. WashingtonPF,33,1-5,1-5,0-0,2,6,8,0,4,1,0,3,3,-10
M. BridgesM. BridgesSF,44,9-21,3-8,7-10,1,12,13,7,0,1,4,2,28,-5
M. PlumleeM. PlumleeC,36,4-6,0-0,6-8,6,11,17,9,0,0,3,5,14,-14
L. BallL. BallPG,41,8-22,3-8,3-5,1,8,9,6,1,1,2,6,22,-12
T. RozierT. RozierSG,41,9-22,1-7,6-6,0,1,1,5,0,1,0,5,25,-5
J. ThorJ. ThorPF,11,2-3,0-1,1-2,1,2,3,1,0,1,1,2,5,+4
M. HarrellM. HarrellC,34,5-10,0-0,2-2,2,5,7,2,1,2,2,3,12,+6
K. Oubre Jr.K. Oubre Jr.SG,25,4-13,0-4,3-4,3,1,4,1,3,0,2,4,11,+6
MIN
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
J. VanderbiltJ. VanderbiltPF,38,4-8,0-0,2-4,4,10,14,0,1,0,2,2,10,+8
A. EdwardsA. EdwardsSF,18,3-10,1-6,2-5,2,2,4,1,1,1,0,1,9,+8
K. TownsK. TownsC,42,12-26,4-11,11-13,3,12,15,3,1,1,3,4,39,+8
P. BeverleyP. BeverleyPG,36,5-12,1-8,4-8,4,3,7,4,3,2,2,6,15,+11
D. RussellD. RussellPG,37,5-20,4-14,4-7,1,3,4,11,0,0,2,3,18,+17
T. PrinceT. PrincePF,10,0-2,0-1,0-0,0,2,2,1,0,1,1,0,0,-10
J. McDanielsJ. McDanielsPF,37,7-14,1-6,3-4,2,4,6,3,4,2,2,3,18,+7
N. ReidN. ReidC,11,3-4,1-1,0-0,1,2,3,1,0,1,0,2,7,-2
J. McLaughlinJ. McLaughlinPG,16,2-6,0-3,1-2,0,1,1,3,0,0,0,4,5,-4
M. BeasleyM. BeasleySG,14,0-5,0-4,0-0,0,1,1,0,0,0,0,1,0,-12
J. NowellJ. NowellSG,6,2-2,1-1,0-0,0,1,1,2,0,0,1,0,5,-1
