DET,SA,2
DET
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
S. BeyS. BeySF,41,5-16,1-6,12-14,0,8,8,1,1,0,2,2,23,-25
L. GarzaL. GarzaC,20,7-14,2-5,4-5,5,1,6,2,0,0,1,6,20,-17
F. JacksonF. JacksonPG,34,7-19,2-5,1-2,2,0,2,2,1,0,0,1,17,-27
H. DialloH. DialloSG,39,13-19,1-2,1-5,0,3,3,2,3,1,7,5,28,-37
D. Walton Jr.D. Walton Jr.G,31,0-5,0-2,0-0,0,4,4,6,1,2,2,3,0,-25
J. PickettJ. PickettPF,18,0-7,0-4,0-0,2,2,4,1,0,0,0,2,0,-18
C. DialloC. DialloF,19,2-5,0-0,5-6,3,6,9,0,0,0,1,6,9,-9
D. SirvydisD. SirvydisSF,18,1-8,1-6,0-0,0,3,3,1,2,1,0,3,3,-15
C. StanleyC. StanleyG,19,3-5,1-2,2-2,2,1,3,1,2,1,1,2,9,-2
SA
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
D. McDermottD. McDermottSF,19,5-10,3-5,0-2,0,3,3,3,0,0,0,1,13,+23
K. Bates-DiopK. Bates-DiopSF,25,3-4,0-0,4-5,1,5,6,2,0,0,0,2,10,+13
K. JohnsonK. JohnsonSF,23,10-12,4-4,3-3,0,5,5,1,0,0,2,4,27,+25
J. PoeltlJ. PoeltlC,15,7-8,0-0,0-0,2,2,4,2,0,0,3,3,14,+19
D. WhiteD. WhitePG,16,1-3,0-0,5-5,0,3,3,10,1,0,2,1,7,+23
D. EubanksD. EubanksPF,12,2-4,0-1,4-7,1,6,7,0,0,1,2,1,8,-4
D. CacokD. CacokPF,8,1-2,0-0,0-0,0,0,0,0,0,1,1,3,2,+1
J. WieskampJ. WieskampSF,8,1-2,0-1,1-2,1,0,1,1,0,1,0,0,3,+1
J. LandaleJ. LandaleC,17,7-9,1-1,3-4,3,2,5,3,0,1,2,3,18,+26
T. JonesT. JonesPG,21,4-6,0-1,0-0,0,5,5,11,0,0,1,2,8,+3
B. ForbesB. ForbesSG,22,2-10,0-2,5-5,0,2,2,2,1,0,0,1,9,+8
L. Walker IVL. Walker IVSG,19,2-6,0-3,4-4,0,2,2,0,0,0,0,2,8,+15
D. VassellD. VassellSG,19,3-8,2-5,0-0,0,4,4,2,3,1,3,2,8,+18
J. PrimoJ. PrimoSG,15,3-7,3-4,0-0,1,4,5,2,1,0,2,3,9,+4
