LAL,MIA,2
LAL
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
L. JamesL. JamesSF,40,12-22,1-8,8-11,2,9,11,4,2,0,3,4,33,-8
T. ArizaT. ArizaSF,15,0-5,0-5,0-0,0,5,5,0,0,0,4,0,0,-9
D. HowardD. HowardC,11,0-1,0-0,0-0,2,2,4,0,0,1,0,0,0,-13
R. WestbrookR. WestbrookPG,32,9-15,0-3,6-8,2,7,9,9,0,0,3,5,24,-1
A. BradleyA. BradleyPG,31,5-11,4-9,1-2,0,1,1,1,1,0,2,2,15,+11
C. AnthonyC. AnthonyPF,25,3-8,2-5,3-3,0,3,3,0,0,0,2,3,11,-5
S. JohnsonS. JohnsonPF,23,2-3,1-2,2-2,0,2,2,0,0,0,0,2,7,-4
W. EllingtonW. EllingtonSG,10,1-2,1-2,0-0,0,1,1,0,0,0,0,0,3,-6
M. MonkM. MonkSG,24,3-6,1-4,0-0,0,1,1,2,2,0,0,1,7,-8
A. ReavesA. ReavesSG,9,0-1,0-0,2-2,0,0,0,1,0,0,1,0,2,+1
T. Horton-TuckerT. Horton-TuckerSG,22,1-5,1-2,2-2,1,0,1,3,2,0,2,3,5,+12
MIA
Name,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PorM
P.J. TuckerP.J. TuckerPF,30,3-6,2-3,0-0,2,5,7,5,1,0,1,3,8,+8
J. ButlerJ. ButlerSF,39,7-18,1-4,5-5,0,10,10,12,2,1,1,1,20,-6
B. AdebayoB. AdebayoC,33,6-10,0-0,2-2,1,7,8,5,1,1,5,6,14,+8
G. VincentG. VincentPG,32,3-11,1-5,4-4,0,1,1,6,2,0,3,6,11,+6
D. RobinsonD. RobinsonSG,42,8-13,6-11,3-4,1,4,5,3,2,0,3,4,25,+1
C. MartinC. MartinSF,23,5-9,2-2,3-4,1,1,2,0,1,1,0,3,15,+2
D. DedmonD. DedmonC,8,4-5,0-0,1-1,1,2,3,0,0,0,1,2,9,0
K. GuyK. GuySG,4,1-1,1-1,0-0,0,0,0,0,0,0,0,2,3,+4
M. StrusM. StrusSG,29,3-8,2-7,0-0,0,3,3,0,0,0,1,4,8,+7
